manufacturer,model,version,fuel_date,odometer,trip_distance(km),quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note,tire_type_enc,driving_style_enc
Volkswagen,Golf,e-Golf,0.780983796,21829,79,12.56,Electricity,Winter tires,1,1,1,Normal,15.9,1,1,58.0,3.2,Restreichweite 59km = Total 138km,1,1
Volkswagen,Golf,e-Golf,0.780983796,21750,18,2.82,Electricity,Winter tires,1,0,1,Normal,15.7,1,1,41.0,3.0,Restreichweite 158km = Total 176km,1,1
Volkswagen,Golf,e-Golf,0.780983796,21732,45,8.32,Electricity,Winter tires,1,0,1,Normal,18.5,1,1,45.0,5.8,Restreichweite 87km = Total 131km,1,1
Volkswagen,Golf,e-Golf,0.697650463,21687,39,7.29,Electricity,Winter tires,1,0,1,Normal,18.7,1,1,36.0,6.0,Restreichweite 104km = Total 143km,1,1
Volkswagen,Golf,e-Golf,0.697650463,21648,44,8.88,Electricity,Winter tires,1,0,1,Normal,20.2,1,1,41.0,7.5,,1,1
Volkswagen,Golf,e-Golf,0.61431713,21604,54,9.18,Electricity,Winter tires,1,0,1,Normal,17.0,1,1,36.0,4.3,Restreichweite 84km = Total 138km,1,1
Volkswagen,Golf,e-Golf,0.48931713,21550,118,17.46,Electricity,Winter tires,1,1,1,Normal,14.8,1,1,50.0,2.1,Restreichweite 15km = Total 133km,1,1
Volkswagen,Golf,e-Golf,0.447650463,21432,11,1.69,Electricity,Winter tires,1,0,1,Normal,15.4,1,1,44.0,2.7,Nicht voll geladen,1,1
Volkswagen,Golf,e-Golf,0.447650463,21421,33,6.01,Electricity,Winter tires,1,0,1,Normal,18.2,1,1,37.0,5.5,Restreichweite 114km = Total 147km,1,1
Volkswagen,Golf,e-Golf,0.405983796,21388,41,5.9,Electricity,Winter tires,1,0,1,Normal,14.4,1,1,49.0,1.7,Restreichweite 131km = Total 172km,1,1
Volkswagen,Golf,e-Golf,0.36431713,21347,54,8.31,Electricity,Winter tires,1,0,1,Normal,15.4,1,1,41.0,2.7,,1,1
Volkswagen,Golf,e-Golf,0.280983796,21293,65,10.79,Electricity,Winter tires,1,0,1,Normal,16.6,1,1,40.0,3.9,Restreichweite 86km = Total 151km,1,1
Volkswagen,Golf,e-Golf,0.23931713,21228,21,4.1,Electricity,Winter tires,1,0,1,Normal,19.5,1,1,44.0,6.8,Restreichweite 125km = Total 146km,1,1
Volkswagen,Golf,e-Golf,0.197650463,21207,77,10.16,Electricity,Winter tires,1,0,1,Normal,13.2,1,1,36.0,0.5,Restreichweite 85km = Total 162km,1,1
Volkswagen,Golf,e-Golf,0.11431713,21097,65,7.8,Electricity,Winter tires,1,1,1,Normal,12.0,0,1,41.0,-0.7,,1,1
Volkswagen,Golf,e-Golf,0.072650463,21032,94,12.69,Electricity,Winter tires,1,1,1,Normal,13.5,1,1,55.0,0.8,Restreichweite 67km = Total 161km,1,1
Volkswagen,Golf,e-Golf,31.10.2017,20938,32,5.18,Electricity,Winter tires,1,0,1,Normal,16.2,1,1,38.0,3.5,Restreichweite 127km = Total 159km,1,1
Volkswagen,Golf,e-Golf,30.10.2017,20906,11,1.6,Electricity,Winter tires,1,0,1,Normal,14.6,1,1,37.0,1.9,Restreichweite 169km = Total 180km,1,1
Volkswagen,Golf,e-Golf,29.10.2017,20895,74,9.84,Electricity,Winter tires,1,0,1,Normal,13.3,1,1,46.0,0.6,Restreichweite 88km = Total 162km,1,1
Volkswagen,Golf,e-Golf,27.10.2017,20821,47,6.72,Electricity,Winter tires,1,0,1,Normal,14.3,1,1,39.0,1.6,Restreichweite 113km = Total 160km,1,1
Volkswagen,Golf,e-Golf,26.10.2017,20774,52,6.5,Electricity,Winter tires,1,0,1,Normal,12.5,1,1,33.0,-0.2,Restreichweite 128km = Total 180km,1,1
Volkswagen,Golf,e-Golf,25.10.2017,20722,54,7.88,Electricity,Summer tires,1,0,1,Normal,14.6,1,1,38.0,1.9,Restreichweite 102km = Total 156km,0,1
Volkswagen,Golf,e-Golf,0.988622685,20668,61,9.21,Electricity,Summer tires,1,0,1,Normal,15.1,1,1,46.0,2.4,,0,1
Volkswagen,Golf,e-Golf,0.946956019,20607,33,4.88,Electricity,Summer tires,1,0,1,Normal,14.8,1,1,45.0,2.1,Aussentemp. 7.5°C,0,1
Volkswagen,Golf,e-Golf,0.905289352,20574,107,13.37,Electricity,Summer tires,1,0,1,Normal,12.5,0,1,51.0,-0.2,Restreichweite 58km = Total 165km,0,1
Volkswagen,Golf,e-Golf,0.863622685,20467,88,11.35,Electricity,Summer tires,1,0,1,Normal,12.9,0,1,39.0,0.2,Restreichweite 84km = Total 172km,0,1
Volkswagen,Golf,e-Golf,0.738622685,20379,53,5.88,Electricity,Summer tires,1,0,1,Normal,11.1,0,1,43.0,-1.6,Restreichweite 145km = Total 197km!,0,1
Volkswagen,Golf,e-Golf,0.696956019,20326,87,9.74,Electricity,Summer tires,1,0,1,Normal,11.2,0,1,47.0,-1.5,Restreichweite 106km = Total 193km!,0,1
Volkswagen,Golf,e-Golf,0.613622685,20122,11,1.82,Electricity,Summer tires,1,0,1,Normal,16.6,0,1,48.0,3.9,Restreichweite 163km = Total 174km,0,1
Volkswagen,Golf,e-Golf,0.571956019,20111,122,14.39,Electricity,Summer tires,1,0,1,Normal,11.8,0,1,44.0,-0.9,Restreichweite 48km = Total 170km ist eine Woche gestanden,0,1
Volkswagen,Golf,e-Golf,0.196956019,19989,75,10.27,Electricity,Summer tires,1,0,1,Normal,13.7,0,1,51.0,1.0,Restreichweite 91km = Total 166km,0,1
Volkswagen,Golf,e-Golf,0.113622685,19914,53,7.26,Electricity,Summer tires,1,0,1,Normal,13.7,0,1,58.0,1.0,Restreichweite 117km = Total 170km,0,1
Volkswagen,Golf,e-Golf,0.071956019,19861,25,3.53,Electricity,Summer tires,1,0,1,Normal,14.1,0,1,50.0,1.4,Restreichweite 155km = Total 180km,0,1
Volkswagen,Golf,e-Golf,30.09.2017,19836,141,17.2,Electricity,Summer tires,1,0,1,Normal,12.2,0,1,46.0,-0.5,Restreichweite 22km = 163km,0,1
Volkswagen,Golf,e-Golf,28.09.2017,19695,47,6.2,Electricity,Summer tires,1,0,1,Normal,13.2,0,1,57.0,0.5,Restreichweite 128km = Total 175km,0,1
Volkswagen,Golf,e-Golf,27.09.2017,19648,102,11.83,Electricity,Summer tires,1,0,1,Normal,11.6,0,1,46.0,-1.1,Restreichweite 85km = Total 187km,0,1
Volkswagen,Golf,e-Golf,26.09.2017,19546,57,7.23,Electricity,Summer tires,1,0,1,Normal,12.7,0,1,52.0,0.0,Restreichweite 121km = Total 178km,0,1
Volkswagen,Golf,e-Golf,25.09.2017,19489,29,3.56,Electricity,Summer tires,1,0,1,Normal,12.3,0,1,41.0,-0.4,,0,1
Volkswagen,Golf,e-Golf,24.09.2017,19460,87,10.0,Electricity,Summer tires,1,0,1,Normal,11.5,1,1,42.0,-1.2,,0,1
Volkswagen,Golf,e-Golf,0.946261574,19373,83,10.7,Electricity,Summer tires,1,0,1,Normal,12.9,1,1,50.0,0.2,,0,1
Volkswagen,Golf,e-Golf,0.904594907,19290,84,11.68,Electricity,Summer tires,1,0,1,Normal,13.9,1,1,50.0,1.2,Restreichweite 68km = Total 152km,0,1
Volkswagen,Golf,e-Golf,0.696261574,19206,69,8.34,Electricity,Summer tires,1,0,1,Normal,12.1,1,1,47.0,-0.6,Restreichweite 113km = Total 182km,0,1
Volkswagen,Golf,e-Golf,0.654594907,19137,55,6.82,Electricity,Summer tires,1,0,1,Normal,12.4,0,1,44.0,-0.3,Sonnig und 18°C. Restreichweite 130km = Total 185km,0,1
Volkswagen,Golf,e-Golf,0.612928241,19082,46,6.67,Electricity,Summer tires,1,0,1,Normal,14.5,0,1,50.0,1.8,Regen und 8°C. Restreichweite 117km = Total 163km,0,1
Volkswagen,Golf,e-Golf,0.571261574,19036,117,15.56,Electricity,Summer tires,1,0,1,Normal,13.3,0,1,49.0,0.6,Regen und 10°C. Restreichweite 46km = Total 163km,0,1
Volkswagen,Golf,e-Golf,0.529594907,18919,57,6.56,Electricity,Summer tires,1,0,1,Normal,11.5,0,1,44.0,-1.2,Restreichweite 140km = Total 195km!,0,1
Volkswagen,Golf,e-Golf,0.487928241,18862,52,6.45,Electricity,Summer tires,1,0,1,Normal,12.4,0,1,41.0,-0.3,Restreichweite 129km = Total 181km,0,1
Volkswagen,Golf,e-Golf,0.404594907,18810,133,15.69,Electricity,Summer tires,1,0,1,Normal,11.8,0,0,48.0,-0.9,Regen und 15°C. Restreichweite 37km = Total 170km,0,1
Volkswagen,Golf,e-Golf,0.279594907,18677,71,7.95,Electricity,Summer tires,1,0,1,Normal,11.2,0,0,47.0,-1.5,Restreichweite 125km = Total 196km!,0,1
Volkswagen,Golf,e-Golf,0.237928241,18606,46,5.57,Electricity,Summer tires,1,0,1,Normal,12.1,1,0,54.0,-0.6,Restreichweite 132km = Total 178km,0,1
Volkswagen,Golf,e-Golf,0.196261574,18560,129,17.16,Electricity,Summer tires,1,1,1,Normal,13.3,0,0,48.0,0.6,Bewölkt und 16°C. Restreichweite 26km = Total 155km davon 75km Autobahn mit 120km/h und 25min. Stau ,0,1
Volkswagen,Golf,e-Golf,0.154594907,18431,24,2.86,Electricity,Summer tires,1,0,1,Normal,11.9,1,0,44.0,-0.8,Restreichweite 170km = Total 194km!,0,1
Volkswagen,Golf,e-Golf,0.112928241,18407,91,11.64,Electricity,Summer tires,1,0,1,Normal,12.8,1,0,48.0,0.1,Regen und 15°C. Restreichweite 81km = Total 172km,0,1
Volkswagen,Golf,e-Golf,31.08.2017,18316,64,8.44,Electricity,Summer tires,1,0,1,Normal,13.2,1,0,49.0,0.5,Regen und 16°C. Restreichweite 110km = Total 174km,0,1
Volkswagen,Golf,e-Golf,30.08.2017,18252,72,8.64,Electricity,Summer tires,1,0,1,Normal,12.0,1,0,47.0,-0.7,Leicht bewölkt und 26°C. Restreichweite 105km = Total 177km,0,1
Volkswagen,Golf,e-Golf,29.08.2017,18180,94,10.9,Electricity,Summer tires,1,1,1,Normal,11.6,1,0,43.0,-1.1,Sonnig und 31°C. Restreichweite 96km = Total 190km!,0,1
Volkswagen,Golf,e-Golf,28.08.2017,18086,41,4.75,Electricity,Summer tires,1,0,1,Normal,11.6,1,0,40.0,-1.1,Restreichweite 157km = Total 198km!,0,1
Volkswagen,Golf,e-Golf,27.08.2017,18045,90,10.62,Electricity,Summer tires,1,0,1,Normal,11.8,1,0,40.0,-0.9,Restreichweite 95km = Total 185km,0,1
Volkswagen,Golf,e-Golf,25.08.2017,17955,80,9.44,Electricity,Summer tires,1,0,1,Normal,11.8,1,0,50.0,-0.9,Sonnig und 28°C. Restkilometer 109km = Total 189km,0,1
Volkswagen,Golf,e-Golf,0.987233796,17875,66,8.44,Electricity,Summer tires,1,0,1,Normal,12.8,1,0,48.0,0.1,Sonnig 15-29° Restreichweite 115km = Total 181km ,0,1
Volkswagen,Golf,e-Golf,0.94556713,17809,59,7.02,Electricity,Summer tires,1,0,1,Normal,11.9,1,0,51.0,-0.8,Restreichweite 131km = Total 190km!,0,1
Volkswagen,Golf,e-Golf,0.903900463,17750,53,6.14,Electricity,Summer tires,1,0,1,Normal,11.6,1,0,46.0,-1.1,Restreichweite 137km = Total 190km!,0,1
Volkswagen,Golf,e-Golf,0.862233796,17697,136,17.68,Electricity,Summer tires,1,1,1,Normal,13.0,1,0,58.0,0.3,Restreichweite 21km = Total 157km davon ca.60km Autobahn,0,1
Volkswagen,Golf,e-Golf,0.778900463,17561,81,10.12,Electricity,Summer tires,1,0,1,Normal,12.5,1,0,52.0,-0.2,Restreichweite 106km = Total 187km,0,1
Volkswagen,Golf,e-Golf,0.737233796,17480,64,7.61,Electricity,Summer tires,1,0,1,Normal,11.9,1,0,46.0,-0.8,Restreichweite 124km = Total 188km,0,1
Volkswagen,Golf,e-Golf,0.69556713,17416,80,10.0,Electricity,Summer tires,1,0,1,Normal,12.5,1,0,55.0,-0.2,Restreichweite 101km = Total 181km,0,1
Volkswagen,Golf,e-Golf,0.653900463,17336,101,11.11,Electricity,Summer tires,1,0,1,Normal,11.0,1,0,46.0,-1.7,Restreichweite 96km = Total 197km!,0,1
Volkswagen,Golf,e-Golf,0.57056713,17235,96,11.32,Electricity,Summer tires,1,0,1,Normal,11.8,1,0,44.0,-0.9,Restreichweite 90km = Total 186km,0,1
Volkswagen,Golf,e-Golf,0.44556713,17139,75,9.9,Electricity,Summer tires,1,0,1,Normal,13.2,1,0,50.0,0.5,Restreichweite 97km = Total 172km Viel Regen bei 12°C,0,1
Volkswagen,Golf,e-Golf,0.403900463,17064,66,7.85,Electricity,Summer tires,1,0,1,Normal,11.9,1,0,52.0,-0.8,Restreichweite 122km = Total 188km,0,1
Volkswagen,Golf,e-Golf,0.278900463,16922,140,15.54,Electricity,Summer tires,1,0,1,Normal,11.1,1,0,43.0,-1.6,Restreichweite 42km = Total 182km,0,1
Volkswagen,Golf,e-Golf,0.112233796,16782,70,8.33,Electricity,Summer tires,1,0,1,Normal,11.9,1,0,42.0,-0.8,Restreichweite 114km = Total 184km,0,1
Volkswagen,Golf,e-Golf,30.07.2017,16644,11,1.33,Electricity,Summer tires,1,0,1,Moderate,12.1,1,0,34.0,-0.6,,0,0
Volkswagen,Golf,e-Golf,0.319872685,16633,127,13.97,Electricity,Summer tires,1,0,1,Moderate,11.0,1,0,49.0,-1.7,Restreichweite 68km = Total 195km,0,0
Volkswagen,Golf,e-Golf,0.236539352,16506,63,7.62,Electricity,Summer tires,1,0,1,Normal,12.1,1,0,50.0,-0.6,Restreichweite 130km = Total 193km,0,1
Volkswagen,Golf,e-Golf,0.111539352,16338,53,5.72,Electricity,Summer tires,1,1,1,Moderate,10.8,1,0,53.0,-1.9,Leichtes Gefälle von Winterthur nach Full-Reuenthal,0,0
Volkswagen,Golf,e-Golf,0.069872685,16210,80,8.56,Electricity,Summer tires,1,0,1,Moderate,10.7,0,0,44.0,-2.0,Restreichweite 120km = Total 200km!,0,0
Volkswagen,Golf,e-Golf,26.06.2017,15922,90,10.71,Electricity,Summer tires,1,0,1,Normal,11.9,1,0,50.0,-0.8,Restreichweite 103km = Total 193km!,0,1
Volkswagen,Golf,e-Golf,25.06.2017,15832,75,9.08,Electricity,Summer tires,1,1,1,Normal,12.1,1,0,59.0,-0.6,,0,1
Volkswagen,Golf,e-Golf,0.985844907,15663,83,9.55,Electricity,Summer tires,1,0,1,Normal,11.5,1,0,44.0,-1.2,Sonnig und 32°C. Restreichweite 108km = Total 191km!,0,1
Volkswagen,Golf,e-Golf,0.902511574,15534,60,7.38,Electricity,Summer tires,1,0,1,Normal,12.3,1,0,50.0,-0.4,Sonnig und 33°C. Restreichweite 133km = Total 193km!,0,1
