manufacturer,model,version,fuel_date,odometer,trip_distance(km),quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note,tire_type_enc,driving_style_enc
Volkswagen,Golf,e-Golf,0.111574074,63130,83,10.37,Electricity,Summer tires,1,0,1,Normal,12.5,0,0,45.0,-0.2,Restreichweite 86km = Total 169km,0,1
Volkswagen,Golf,e-Golf,27.06.2020,62905,40,3.96,Electricity,Summer tires,1,0,1,Moderate,9.9,0,0,44.0,-2.8,,0,0
Volkswagen,Golf,e-Golf,26.06.2020,62865,76,8.58,Electricity,Summer tires,1,0,1,Normal,11.3,0,0,39.0,-1.4,Bei IKEA kostenlos geladen,0,1
Volkswagen,Golf,e-Golf,25.06.2020,62789,49,6.03,Electricity,Summer tires,1,0,1,Normal,12.3,0,0,40.0,-0.4,Restreichweite 129km = Total 178km,0,1
Volkswagen,Golf,e-Golf,0.98587963,62740,99,10.99,Electricity,Summer tires,1,0,1,Normal,11.1,0,0,39.0,-1.6,Restreichweite 83km = Total 182km,0,1
Volkswagen,Golf,e-Golf,0.777546296,62641,134,15.68,Electricity,Summer tires,1,0,1,Normal,11.7,0,0,46.0,-1.0,Restreichweite 22km = Total 156km,0,1
Volkswagen,Golf,e-Golf,0.61087963,62507,148,17.02,Electricity,Summer tires,1,1,1,Normal,11.5,0,0,48.0,-1.2,Restreichweite 22km = Total 170km,0,1
Volkswagen,Golf,e-Golf,0.569212963,62359,26,2.7,Electricity,Summer tires,1,0,1,Normal,10.4,0,0,37.0,-2.3,,0,1
Volkswagen,Golf,e-Golf,0.569212963,62333,105,11.03,Electricity,Summer tires,1,0,1,Normal,10.5,0,0,43.0,-2.2,,0,1
Volkswagen,Golf,e-Golf,0.48587963,62228,40,4.72,Electricity,Summer tires,1,0,1,Normal,11.8,0,0,45.0,-0.9,Restreichweite 137km = Total 177km,0,1
Volkswagen,Golf,e-Golf,0.402546296,62188,100,11.5,Electricity,Summer tires,1,0,1,Normal,11.5,0,0,44.0,-1.2,Restreichweite 72km = Total 172km,0,1
Volkswagen,Golf,e-Golf,0.194212963,62088,135,14.31,Electricity,Summer tires,1,1,1,Normal,10.6,0,0,37.0,-2.1,Restreichweite 33km = Total 168km,0,1
Volkswagen,Golf,e-Golf,0.11087963,61953,95,10.26,Electricity,Summer tires,1,0,1,Normal,10.8,0,0,46.0,-1.9,Restreichweite 88km = Total 183km,0,1
Volkswagen,Golf,e-Golf,27.05.2020,61858,98,10.98,Electricity,Summer tires,1,0,1,Normal,11.2,0,0,41.0,-1.5,Restreichweite 82km = Total 180km,0,1
Volkswagen,Golf,e-Golf,24.05.2020,61760,123,13.9,Electricity,Summer tires,1,0,1,Normal,11.3,0,0,42.0,-1.4,Restreichweite 40km = Total 163km,0,1
Volkswagen,Golf,e-Golf,0.776851852,61637,112,12.66,Electricity,Summer tires,1,0,1,Normal,11.3,0,0,44.0,-1.4,Restreichweite 64km = Total 176km,0,1
Volkswagen,Golf,e-Golf,0.610185185,61525,64,9.79,Electricity,Summer tires,1,0,1,Normal,15.3,0,0,44.0,2.6,Restreichweite 79km = Total 143km,0,1
Volkswagen,Golf,e-Golf,0.443518519,61461,114,12.65,Electricity,Summer tires,1,0,1,Normal,11.1,0,0,44.0,-1.6,Restreichweite 55km = Total 169km,0,1
Volkswagen,Golf,e-Golf,0.235185185,61347,75,11.33,Electricity,Summer tires,1,0,1,Normal,15.1,0,0,43.0,2.4,Restreichweite 57km = Total 132km,0,1
Volkswagen,Golf,e-Golf,29.04.2020,61272,111,12.77,Electricity,Summer tires,1,0,1,Normal,11.5,0,0,43.0,-1.2,Restreichweite 50km = Total 161km,0,1
Volkswagen,Golf,e-Golf,0.984490741,61161,95,11.97,Electricity,Summer tires,1,0,1,Normal,12.6,0,0,41.0,-0.1,Restreichweite 64km = Total 159km,0,1
Volkswagen,Golf,e-Golf,0.484490741,61066,146,16.21,Electricity,Summer tires,1,0,1,Normal,11.1,0,0,44.0,-1.6,Restreichweite 11km = Total 157km,0,1
Volkswagen,Golf,e-Golf,0.359490741,60920,102,14.08,Electricity,Winter tires,1,0,1,Normal,13.8,0,0,43.0,1.1,Restreichweite 33km = Total 135km,1,1
Volkswagen,Golf,e-Golf,0.067824074,60818,77,11.16,Electricity,Winter tires,1,0,1,Normal,14.5,0,0,45.0,1.8,Restreichweite 70km = Total 147km,1,1
Volkswagen,Golf,e-Golf,29.03.2020,60741,100,14.0,Electricity,Winter tires,1,0,1,Normal,14.0,0,0,46.0,1.3,Restreichweite 44km = Total 144km,1,1
Volkswagen,Golf,e-Golf,26.03.2020,60641,95,14.25,Electricity,Winter tires,1,0,1,Normal,15.0,0,0,45.0,2.3,Restreichweite 40km = Total 135km,1,1
Volkswagen,Golf,e-Golf,0.900462963,60546,112,13.78,Electricity,Winter tires,1,0,1,Normal,12.3,0,0,45.0,-0.4,Restreichweite 37km = Total 149km,1,1
Volkswagen,Golf,e-Golf,0.69212963,60434,68,9.11,Electricity,Winter tires,1,0,1,Normal,13.4,0,0,39.0,0.7,Restreichweite 86km = Total 154km,1,1
Volkswagen,Golf,e-Golf,0.525462963,60366,68,8.77,Electricity,Winter tires,1,0,1,Normal,12.9,0,0,39.0,0.2,Restreichweite 89km = Total 157km,1,1
Volkswagen,Golf,e-Golf,0.483796296,60298,65,9.69,Electricity,Winter tires,1,0,1,Normal,14.9,0,0,42.0,2.2,Restreichweite 72km = Total 137km,1,1
Volkswagen,Golf,e-Golf,0.400462963,60233,84,11.42,Electricity,Winter tires,1,0,1,Normal,13.6,0,0,46.0,0.9,Restreichweite 64km = Total 148km,1,1
Volkswagen,Golf,e-Golf,0.358796296,60149,81,10.29,Electricity,Winter tires,1,0,1,Normal,12.7,0,0,47.0,0.0,Restreichweite 78km = Total 159km,1,1
Volkswagen,Golf,e-Golf,0.150462963,60014,51,9.49,Electricity,Winter tires,1,0,1,Normal,18.6,0,0,49.0,5.9,Restreichweite 65km = Total 116km,1,1
Volkswagen,Golf,e-Golf,0.06712963,59963,73,11.17,Electricity,Winter tires,1,0,1,Normal,15.3,0,0,42.0,2.6,Restreichweite 62km = Total 135km,1,1
Volkswagen,Golf,e-Golf,27.02.2020,59890,67,12.46,Electricity,Winter tires,1,0,1,Normal,18.6,0,0,43.0,5.9,Restreichweite 50km = Total 117km,1,1
Volkswagen,Golf,e-Golf,26.02.2020,59823,37,8.07,Electricity,Winter tires,1,0,1,Normal,21.8,0,0,38.0,9.1,Restreichweite 74km = Total 111km,1,1
Volkswagen,Golf,e-Golf,25.02.2020,59786,65,10.27,Electricity,Winter tires,1,0,1,Normal,15.8,0,0,45.0,3.1,Restreichweite 67km = Total 132km,1,1
Volkswagen,Golf,e-Golf,0.941435185,59721,132,15.05,Electricity,Winter tires,1,0,1,Normal,11.4,0,0,47.0,-1.3,Akku war nicht voll,1,1
Volkswagen,Golf,e-Golf,0.941435185,59589,45,6.62,Electricity,Winter tires,1,0,1,Normal,14.7,0,0,43.0,2.0,Restreichweite 109km = Total 154km,1,1
Volkswagen,Golf,e-Golf,0.858101852,59544,80,10.24,Electricity,Winter tires,1,0,1,Normal,12.8,0,0,42.0,0.1,Restreichweite 81km = Total 161km Heute 11°C gewesen,1,1
Volkswagen,Golf,e-Golf,0.816435185,59464,38,7.79,Electricity,Winter tires,1,0,1,Normal,20.5,0,0,40.0,7.8,Restreichweite 80km = Total 118km,1,1
Volkswagen,Golf,e-Golf,0.774768519,59426,66,10.89,Electricity,Winter tires,1,0,1,Normal,16.5,0,0,44.0,3.8,Restreichweite 61km = Total 127km,1,1
Volkswagen,Golf,e-Golf,0.649768519,59360,93,14.32,Electricity,Winter tires,1,0,1,Normal,15.4,0,0,41.0,2.7,Restreichweite 28km = Total 121km,1,1
Volkswagen,Golf,e-Golf,0.566435185,59267,72,11.16,Electricity,Winter tires,1,0,1,Normal,15.5,0,0,42.0,2.8,Restreichweite 64km = Total 136km,1,1
Volkswagen,Golf,e-Golf,0.524768519,59195,69,12.28,Electricity,Winter tires,1,0,1,Normal,17.8,0,0,45.0,5.1,Restreichweite 50km = Total 119km,1,1
Volkswagen,Golf,e-Golf,0.483101852,59126,46,8.33,Electricity,Winter tires,1,0,1,Normal,18.1,0,0,43.0,5.4,Restreichweite 73km = Total 119km,1,1
Volkswagen,Golf,e-Golf,0.399768519,59080,73,12.19,Electricity,Winter tires,1,0,1,Normal,16.7,0,0,50.0,4.0,Restreichweite 48km = Total 121km,1,1
Volkswagen,Golf,e-Golf,0.316435185,59007,17,3.52,Electricity,Winter tires,1,0,1,Normal,20.7,0,0,42.0,8.0,Restreichweite 121km = Total 138km,1,1
Volkswagen,Golf,e-Golf,0.233101852,58990,68,10.27,Electricity,Winter tires,1,0,1,Normal,15.1,0,0,44.0,2.4,Restreichweite 70km = Total 138km,1,1
Volkswagen,Golf,e-Golf,30.01.2020,58922,58,11.19,Electricity,Winter tires,1,0,1,Normal,19.3,1,0,44.0,6.6,Restreichweite 60km = Total 118km,1,1
Volkswagen,Golf,e-Golf,28.01.2020,58864,43,8.21,Electricity,Winter tires,1,0,1,Normal,19.1,1,0,47.0,6.4,Restreichweite 75km = Total 118km,1,1
Volkswagen,Golf,e-Golf,26.01.2020,58821,69,12.28,Electricity,Winter tires,1,0,1,Normal,17.8,1,1,45.0,5.1,Restreichweite 38km = Total 107km,1,1
Volkswagen,Golf,e-Golf,24.01.2020,58752,70,14.63,Electricity,Winter tires,1,0,1,Normal,20.9,1,1,45.0,8.2,Restreichweite 22km = Total 92km,1,1
Volkswagen,Golf,e-Golf,0.940740741,58682,41,9.39,Electricity,Winter tires,1,0,1,Normal,22.9,1,0,47.0,10.2,,1,1
Volkswagen,Golf,e-Golf,0.857407407,58641,21,4.22,Electricity,Winter tires,1,0,1,Normal,20.1,1,0,49.0,7.4,,1,1
Volkswagen,Golf,e-Golf,0.815740741,58620,74,13.32,Electricity,Winter tires,1,0,1,Normal,18.0,1,1,46.0,5.3,,1,1
Volkswagen,Golf,e-Golf,0.690740741,58546,57,10.55,Electricity,Winter tires,1,0,1,Normal,18.5,1,0,37.0,5.8,Restreichweite 58km = Total 115km,1,1
Volkswagen,Golf,e-Golf,0.649074074,58489,54,10.75,Electricity,Winter tires,1,0,1,Normal,19.9,1,0,40.0,7.2,Restreichweite 57km = Total 111km,1,1
Volkswagen,Golf,e-Golf,0.565740741,58435,47,9.07,Electricity,Winter tires,1,0,1,Normal,19.3,1,1,43.0,6.6,Restreichweite 63km = Total 110km,1,1
Volkswagen,Golf,e-Golf,0.524074074,58388,52,8.63,Electricity,Winter tires,1,0,1,Normal,16.6,1,0,45.0,3.9,Restreichweite 78km = Total 130km,1,1
Volkswagen,Golf,e-Golf,0.399074074,58336,51,8.16,Electricity,Winter tires,1,0,1,Normal,16.0,1,0,42.0,3.3,Restreichweite 92km = Total 143km,1,1
Volkswagen,Golf,e-Golf,0.357407407,58285,39,8.0,Electricity,Winter tires,1,0,1,Normal,20.5,1,0,43.0,7.8,Restreichweite 72km = Total 111km,1,1
Volkswagen,Golf,e-Golf,0.315740741,58246,53,11.08,Electricity,Winter tires,1,0,1,Normal,20.9,1,0,42.0,8.2,Restreichweite 51km = Total 104km,1,1
Volkswagen,Golf,e-Golf,0.232407407,58193,56,9.41,Electricity,Winter tires,1,0,1,Normal,16.8,1,0,39.0,4.1,Restreichweite 70km = Total 126km,1,1
Volkswagen,Golf,e-Golf,0.065740741,58137,57,11.0,Electricity,Winter tires,1,0,1,Normal,19.3,1,1,42.0,6.6,Restreichweite 53km = Total 110km,1,1
Volkswagen,Golf,e-Golf,30.12.2019,58080,29,6.26,Electricity,Winter tires,1,0,1,Normal,21.6,1,0,41.0,8.9,Restreichweite 88km = Total 117km,1,1
Volkswagen,Golf,e-Golf,29.12.2019,58051,41,7.71,Electricity,Winter tires,1,0,1,Normal,18.8,1,0,42.0,6.1,Restreichweite 75km = Total 116km,1,1
Volkswagen,Golf,e-Golf,28.12.2019,58010,19,3.14,Electricity,Winter tires,1,0,1,Normal,16.5,1,0,38.0,3.8,Restreichweite 139km = Total 158km,1,1
Volkswagen,Golf,e-Golf,27.12.2019,57834,26,3.72,Electricity,Winter tires,1,0,1,Normal,14.3,0,0,52.0,1.6,Restreichweite 125km = Total 151km,1,1
Volkswagen,Golf,e-Golf,26.12.2019,57808,37,6.62,Electricity,Winter tires,1,0,1,Normal,17.9,0,0,48.0,5.2,Restreichweite 97km = Total 134km,1,1
Volkswagen,Golf,e-Golf,25.12.2019,57771,47,8.23,Electricity,Winter tires,1,0,1,Normal,17.5,0,0,43.0,4.8,Restreichweite 78km = Total 125km,1,1
Volkswagen,Golf,e-Golf,0.990034722,57724,46,8.97,Electricity,Winter tires,1,0,1,Normal,19.5,0,0,41.0,6.8,Restreichweite 68km = Total 114km,1,1
Volkswagen,Golf,e-Golf,0.948368056,57678,86,14.19,Electricity,Winter tires,1,0,1,Normal,16.5,0,0,46.0,3.8,Restreichweite 44km = Total 130km,1,1
Volkswagen,Golf,e-Golf,0.906701389,57592,49,8.13,Electricity,Winter tires,1,0,1,Normal,16.6,0,0,42.0,3.9,Restreichweite 83km = Total 132km,1,1
Volkswagen,Golf,e-Golf,0.865034722,57479,91,14.19,Electricity,Winter tires,1,1,1,Normal,15.6,0,0,42.0,2.9,CCS Uster kostenlos,1,1
Volkswagen,Golf,e-Golf,0.865034722,57388,96,16.03,Electricity,Winter tires,1,0,1,Normal,16.7,0,0,43.0,4.0,"CCS Thermalbad Zurzach Parkgebühr Fr.1.00, Strom kostenlos",1,1
Volkswagen,Golf,e-Golf,0.740034722,57292,25,5.1,Electricity,Winter tires,1,0,1,Normal,20.4,0,0,47.0,7.7,Restreichweite 100km = Total 125km,1,1
Volkswagen,Golf,e-Golf,0.698368056,57267,61,10.0,Electricity,Winter tires,1,0,1,Normal,16.4,0,0,45.0,3.7,Restreichweite 63km = Total 124km,1,1
Volkswagen,Golf,e-Golf,0.573368056,57206,72,13.61,Electricity,Winter tires,1,0,1,Normal,18.9,0,0,45.0,6.2,,1,1
Volkswagen,Golf,e-Golf,0.531701389,57134,26,4.32,Electricity,Winter tires,1,0,1,Normal,16.6,0,0,40.0,3.9,Restreichweite 118km = Total 144km,1,1
Volkswagen,Golf,e-Golf,0.490034722,57108,65,11.64,Electricity,Winter tires,1,0,1,Normal,17.9,0,0,46.0,5.2,Restreichweite 59km = Total 124km,1,1
Volkswagen,Golf,e-Golf,0.448368056,57043,36,6.59,Electricity,Winter tires,1,0,1,Normal,18.3,0,0,37.0,5.6,Restreichweite 97km = Total 133km,1,1
Volkswagen,Golf,e-Golf,0.406701389,57007,68,10.4,Electricity,Winter tires,1,0,1,Normal,15.3,0,0,49.0,2.6,Restreichweite 63km = Total 131km,1,1
Volkswagen,Golf,e-Golf,0.406701389,56939,25,3.4,Electricity,Winter tires,1,0,1,Normal,13.6,0,0,44.0,0.9,Restreichweite 131km = Total 156km,1,1
Volkswagen,Golf,e-Golf,0.323368056,56914,84,11.84,Electricity,Winter tires,1,0,1,Normal,14.1,0,0,46.0,1.4,Restreichweite 63km = Total 147km,1,1
Volkswagen,Golf,e-Golf,0.323368056,56830,60,10.02,Electricity,Winter tires,1,0,1,Normal,16.7,0,0,42.0,4.0,Restreichweite 68km = Total 128km,1,1
Volkswagen,Golf,e-Golf,0.240034722,56595,62,11.1,Electricity,Winter tires,1,1,1,Normal,17.9,0,0,57.0,5.2,CCS Gunzgen Nord,1,1
Volkswagen,Golf,e-Golf,0.198368056,56533,44,9.37,Electricity,Winter tires,1,0,1,Normal,21.3,0,0,43.0,8.6,Restreichweite 64km = Total 108km,1,1
Volkswagen,Golf,e-Golf,0.156701389,56489,45,9.32,Electricity,Winter tires,1,0,1,Normal,20.7,0,0,45.0,8.0,Restreichweite 64km = Total 109km,1,1
Volkswagen,Golf,e-Golf,0.115034722,56444,51,10.05,Electricity,Winter tires,1,0,1,Normal,19.7,0,0,43.0,7.0,Restreichweite 57km = Total 108km,1,1
Volkswagen,Golf,e-Golf,30.11.2019,56393,70,13.72,Electricity,Winter tires,1,0,1,Normal,19.6,0,0,42.0,6.9,Restreichweite 37km = Total 107km,1,1
Volkswagen,Golf,e-Golf,27.11.2019,56323,50,6.9,Electricity,Winter tires,1,0,1,Normal,13.8,0,0,40.0,1.1,Restreichweite 101km = Total 151km,1,1
Volkswagen,Golf,e-Golf,25.11.2019,56273,79,12.17,Electricity,Winter tires,1,0,1,Normal,15.4,0,0,44.0,2.7,Restreichweite 54km = Total 133km,1,1
Volkswagen,Golf,e-Golf,0.989340278,56194,78,12.17,Electricity,Winter tires,1,0,1,Normal,15.6,0,0,48.0,2.9,Restreichweite 54km = Total 132km,1,1
Volkswagen,Golf,e-Golf,0.947673611,56116,40,7.52,Electricity,Winter tires,1,0,1,Normal,18.8,0,0,38.0,6.1,Restreichweite 77km = Total 117km,1,1
Volkswagen,Golf,e-Golf,0.906006944,56076,81,11.26,Electricity,Winter tires,1,0,1,Normal,13.9,0,0,43.0,1.2,Restreichweite 63km = Total 144km,1,1
Volkswagen,Golf,e-Golf,0.864340278,55995,33,6.53,Electricity,Winter tires,1,0,1,Normal,19.8,0,0,35.0,7.1,Restreichweite 75km = Total 108km,1,1
Volkswagen,Golf,e-Golf,0.822673611,55962,79,14.77,Electricity,Winter tires,1,0,1,Normal,18.7,0,0,43.0,6.0,Restreichweite 24km = Total 103km,1,1
Volkswagen,Golf,e-Golf,0.739340278,55883,48,9.36,Electricity,Winter tires,1,0,1,Normal,19.5,0,0,43.0,6.8,Restreichweite 65km = Total 113km,1,1
Volkswagen,Golf,e-Golf,0.656006944,55835,21,3.57,Electricity,Winter tires,1,0,1,Normal,17.0,0,0,50.0,4.3,,1,1
Volkswagen,Golf,e-Golf,0.656006944,55814,55,9.13,Electricity,Winter tires,1,0,1,Normal,16.6,0,0,42.0,3.9,,1,1
Volkswagen,Golf,e-Golf,0.614340278,55759,65,12.03,Electricity,Winter tires,1,0,1,Normal,18.5,0,0,39.0,5.8,Restreichweite 42km = Total 107km,1,1
Volkswagen,Golf,e-Golf,0.531006944,55694,65,10.99,Electricity,Winter tires,1,0,1,Normal,16.9,0,0,47.0,4.2,Restreichweite 58km = Total 123km,1,1
Volkswagen,Golf,e-Golf,0.447673611,55629,47,7.19,Electricity,Winter tires,1,0,1,Normal,15.3,0,0,41.0,2.6,Restreichweite 96km = Total 143km,1,1
Volkswagen,Golf,e-Golf,0.406006944,55582,113,15.93,Electricity,Winter tires,1,1,1,Normal,14.1,0,0,54.0,1.4,Restreichweite 22km = Total 135km,1,1
Volkswagen,Golf,e-Golf,0.364340278,55469,92,15.46,Electricity,Winter tires,1,0,1,Normal,16.8,0,0,41.0,4.1,Restreichweite 18km = Total 110km,1,1
Volkswagen,Golf,e-Golf,0.281006944,55377,83,13.28,Electricity,Winter tires,1,0,1,Normal,16.0,0,0,38.0,3.3,Restreichweite 40km = Total 123km,1,1
Volkswagen,Golf,e-Golf,0.197673611,55294,29,4.79,Electricity,Winter tires,1,0,1,Normal,16.5,0,0,42.0,3.8,Restreichweite 112km = Total 141km,1,1
Volkswagen,Golf,e-Golf,0.114340278,55265,115,14.95,Electricity,Winter tires,1,0,1,Normal,13.0,0,0,42.0,0.3,Restreichweite 35km = Total 150km,1,1
Volkswagen,Golf,e-Golf,31.10.2019,55150,67,11.72,Electricity,Winter tires,1,0,1,Normal,17.5,0,0,41.0,4.8,Restreichweite 54km = Total 121km,1,1
Volkswagen,Golf,e-Golf,29.10.2019,55083,74,11.25,Electricity,Winter tires,1,0,1,Normal,15.2,0,0,40.0,2.5,Restreichweite 66km = Total 140km,1,1
Volkswagen,Golf,e-Golf,27.10.2019,55009,92,11.32,Electricity,Summer tires,1,0,1,Normal,12.3,0,0,50.0,-0.4,Restreichweite 73km = Total 165km,0,1
Volkswagen,Golf,e-Golf,25.10.2019,54917,26,3.9,Electricity,Summer tires,1,0,1,Normal,15.0,0,0,45.0,2.3,,0,1
Volkswagen,Golf,e-Golf,25.10.2019,54891,104,13.52,Electricity,Summer tires,1,0,1,Normal,13.0,0,0,42.0,0.3,,0,1
Volkswagen,Golf,e-Golf,0.946979167,54787,58,7.66,Electricity,Summer tires,1,0,1,Normal,13.2,0,0,38.0,0.5,Restreichweite 99km = Total 157km,0,1
Volkswagen,Golf,e-Golf,0.9053125,54729,108,15.12,Electricity,Summer tires,1,1,1,Normal,14.0,0,0,55.0,1.3,Restreichweite 24km = Total 132km,0,1
Volkswagen,Golf,e-Golf,0.9053125,54621,48,5.86,Electricity,Summer tires,1,0,1,Normal,12.2,0,0,41.0,-0.5,Restreichweite 128km = Total 176km,0,1
Volkswagen,Golf,e-Golf,0.863645833,54573,43,6.67,Electricity,Summer tires,1,0,1,Normal,15.5,0,0,46.0,2.8,Restreichweite 96km = Total 139km,0,1
Volkswagen,Golf,e-Golf,0.821979167,54530,113,14.69,Electricity,Summer tires,1,0,1,Normal,13.0,0,0,40.0,0.3,Restreichweite 31km = Total 144km,0,1
Volkswagen,Golf,e-Golf,0.6553125,54417,75,9.53,Electricity,Summer tires,1,0,1,Normal,12.7,0,0,45.0,0.0,,0,1
Volkswagen,Golf,e-Golf,0.571979167,54342,115,14.14,Electricity,Summer tires,1,1,1,Normal,12.3,0,0,50.0,-0.4,Restreichweite 48km = Total 163km,0,1
Volkswagen,Golf,e-Golf,0.488645833,54227,43,5.89,Electricity,Summer tires,1,0,1,Normal,13.7,0,0,40.0,1.0,Restreichweite 118km = Total 161km,0,1
Volkswagen,Golf,e-Golf,0.446979167,54184,114,15.5,Electricity,Summer tires,1,1,1,Moderate,13.6,0,0,51.0,0.9,Restreichweite 31km = Total 145km,0,0
Volkswagen,Golf,e-Golf,0.4053125,54070,52,8.06,Electricity,Summer tires,1,0,1,Moderate,15.5,0,0,43.0,2.8,Restreichweite 93km = Total 145km,0,0
Volkswagen,Golf,e-Golf,0.363645833,54018,87,11.22,Electricity,Summer tires,1,0,1,Normal,12.9,0,0,40.0,0.2,Restreichweite 74km = Total 161km,0,1
Volkswagen,Golf,e-Golf,0.238645833,53931,92,13.25,Electricity,Summer tires,1,1,1,Normal,14.4,0,0,58.0,1.7,Restreichweite 41km = Total 132km,0,1
Volkswagen,Golf,e-Golf,0.196979167,53839,89,10.77,Electricity,Summer tires,1,0,1,Normal,12.1,0,0,42.0,-0.6,Restreichweite 76km = Total 165km,0,1
Volkswagen,Golf,e-Golf,0.113645833,53657,60,6.78,Electricity,Summer tires,1,0,1,Normal,11.3,0,0,37.0,-1.4,Restreichweite 119km = Total 179km,0,1
Volkswagen,Golf,e-Golf,0.071979167,53597,102,12.03,Electricity,Summer tires,1,1,1,Normal,11.8,0,0,45.0,-0.9,,0,1
Volkswagen,Golf,e-Golf,0.071979167,53495,93,12.0,Electricity,Summer tires,1,1,1,Normal,12.9,0,0,57.0,0.2,CCS Restreichweite 58km = Total 151km,0,1
Volkswagen,Golf,e-Golf,29.09.2019,53402,132,14.65,Electricity,Summer tires,1,1,1,Normal,11.1,0,0,58.0,-1.6,,0,1
Volkswagen,Golf,e-Golf,28.09.2019,53270,92,11.32,Electricity,Summer tires,1,1,1,Normal,12.3,0,0,56.0,-0.4,CCS,0,1
Volkswagen,Golf,e-Golf,27.09.2019,53178,90,11.61,Electricity,Summer tires,1,0,1,Normal,12.9,0,0,36.0,0.2,,0,1
Volkswagen,Golf,e-Golf,25.09.2019,53088,113,14.24,Electricity,Summer tires,1,0,1,Normal,12.6,0,0,43.0,-0.1,Restreichweite 42km = Total 155km,0,1
Volkswagen,Golf,e-Golf,24.09.2019,52975,123,14.63,Electricity,Summer tires,1,0,1,Normal,11.9,0,0,48.0,-0.8,,0,1
Volkswagen,Golf,e-Golf,0.904618056,52852,81,8.52,Electricity,Summer tires,1,0,1,Normal,10.4,0,0,47.0,-2.3,,0,1
Volkswagen,Golf,e-Golf,0.821284722,52611,46,5.24,Electricity,Summer tires,1,0,1,Normal,11.4,0,0,41.0,-1.3,Restreichweite 131km = Total 177km,0,1
Volkswagen,Golf,e-Golf,0.446284722,52451,111,12.65,Electricity,Summer tires,1,0,1,Normal,11.4,1,0,42.0,-1.3,Restreichweite 59km = Total 170km,0,1
Volkswagen,Golf,e-Golf,0.362951389,52340,23,3.1,Electricity,Summer tires,1,0,1,Normal,13.5,0,0,45.0,0.8,,0,1
Volkswagen,Golf,e-Golf,0.362951389,52317,94,10.52,Electricity,Summer tires,1,0,1,Moderate,11.2,0,0,49.0,-1.5,Restreichweite 76km = Total 170km,0,0
Volkswagen,Golf,e-Golf,0.279618056,52223,104,12.48,Electricity,Summer tires,1,0,1,Moderate,12.0,1,0,43.0,-0.7,Restreichweite 57km = Total 161km,0,0
Volkswagen,Golf,e-Golf,30.08.2019,51757,69,7.86,Electricity,Summer tires,1,0,1,Moderate,11.4,0,0,43.0,-1.3,Restreichweite 112km = Total 181km,0,0
Volkswagen,Golf,e-Golf,29.08.2019,51688,104,11.75,Electricity,Summer tires,1,0,1,Moderate,11.3,0,0,45.0,-1.4,Restreichweite 77km = Total 181km,0,0
Volkswagen,Golf,e-Golf,25.08.2019,51584,54,5.72,Electricity,Summer tires,1,0,1,Moderate,10.6,0,0,46.0,-2.1,,0,0
Volkswagen,Golf,e-Golf,0.987256944,51530,85,11.47,Electricity,Summer tires,1,1,1,Normal,13.5,0,0,52.0,0.8,,0,1
Volkswagen,Golf,e-Golf,0.987256944,51445,82,10.08,Electricity,Summer tires,1,0,1,Normal,12.3,0,0,37.0,-0.4,CCS Hunzenschwil,0,1
Volkswagen,Golf,e-Golf,0.945590278,51363,50,6.35,Electricity,Summer tires,1,0,1,Normal,12.7,0,0,45.0,0.0,Restreichweite 111km = Total 161km,0,1
Volkswagen,Golf,e-Golf,0.862256944,51313,102,11.52,Electricity,Summer tires,1,0,1,Normal,11.3,0,0,45.0,-1.4,Restreichweite 75km = Total 177km,0,1
Volkswagen,Golf,e-Golf,0.778923611,51211,108,13.17,Electricity,Summer tires,1,1,1,Normal,12.2,0,0,57.0,-0.5,Restreichweite 56km = Total 164km,0,1
Volkswagen,Golf,e-Golf,0.695590278,51103,79,9.32,Electricity,Summer tires,1,0,1,Moderate,11.8,0,0,41.0,-0.9,Restreichweite 97km = Total 176km,0,0
Volkswagen,Golf,e-Golf,0.570590278,51024,94,10.43,Electricity,Summer tires,1,0,1,Moderate,11.1,0,0,43.0,-1.6,Restreichweite 89km = Total 182km,0,0
Volkswagen,Golf,e-Golf,0.487256944,50930,88,10.29,Electricity,Summer tires,1,0,1,Moderate,11.7,0,0,39.0,-1.0,Restreichweite 83km = Total 171km,0,0
Volkswagen,Golf,e-Golf,0.362256944,50842,37,4.77,Electricity,Summer tires,1,0,1,Moderate,12.9,0,0,43.0,0.2,Nur Kurzstrecken,0,0
Volkswagen,Golf,e-Golf,0.112256944,50805,107,12.3,Electricity,Summer tires,1,0,1,Moderate,11.5,0,0,40.0,-1.2,,0,0
Volkswagen,Golf,e-Golf,0.653229167,50698,77,8.47,Electricity,Summer tires,1,0,1,Moderate,11.0,0,0,47.0,-1.7,,0,0
Volkswagen,Golf,e-Golf,0.569895833,50621,123,13.03,Electricity,Summer tires,1,0,1,Moderate,10.6,0,0,42.0,-2.1,Restreichweite 61km = Total 184km,0,0
Volkswagen,Golf,e-Golf,0.444895833,50498,79,9.24,Electricity,Summer tires,1,0,1,Moderate,11.7,0,0,37.0,-1.0,,0,0
Volkswagen,Golf,e-Golf,0.319895833,50419,24,2.44,Electricity,Summer tires,1,0,1,Moderate,10.2,0,0,44.0,-2.5,,0,0
